gene_accession,A_B1_alignment_dedup,PT010H2T0_alignment_dedup,A_P1_alignment_dedup,A_P2_alignment_dedup,A_B2_alignment_dedup,UK034D1T0_alignment_dedup,PT131D1T0_alignment_dedup,UK020D1T0_alignment_dedup,UK008H1T0_alignment_dedup,A_H2_alignment_dedup,A_H1_alignment_dedup
MEG_6912|Drugs|betalactams|Class_A_betalactamases|TEM,375.0,0,226.0,440.0,0,0,742.0,0,0,0,0
MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,539.0,1224.0,1253.0,1217.0,525.0,46.0,15.0,0,375.0,383.0,631.0
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,162.0,170.0
MEG_6713|Drugs|betalactams|Class_A_betalactamases|TEM,104.0,0,55.0,173.0,17.0,0,569.0,0,0,0,0
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,49.0,0,0,0,63.0,0,0,0,0
MEG_7461|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,49.0,21.0,0,0,0,0,0,0,0,0
MEG_930|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,9.0
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,2171.0,1693.0,2079.0,2320.0,1826.0,611.0,2261.0,2281.0,2177.0,90.0,80.0
MEG_1080|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0,0,137.0,106.0,0,0,0,0,0,0,0
MEG_3846|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,0,0,0,6.0,0
MEG_4751|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,23.0,21.0
MEG_2072|Metals|Copper_resistance|Copper_resistance_regulator|COPR,0,0,0,0,0,0,0,0,0,34.0,39.0
MEG_6930|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,119.0,0,0,0,0
MEG_809|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,40.0,30.0,10.0,0,0,0,0,0,19.0
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,980.0,571.0,1037.0,1251.0,953.0,299.0,1024.0,1229.0,1146.0,44.0,52.0
MEG_7144|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1346.0,331.0,3228.0,3350.0,1387.0,0,1134.0,0,0,370.0,727.0
MEG_7039|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1314.0,0,1167.0,1497.0,757.0,0,0,0,0,0,0
MEG_847|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,21.0,36.0
MEG_2842|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,1403.0,275.0,993.0,853.0,1488.0,1060.0,461.0,0,0,21.0,17.0
MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,0,0,0,0,0,0,0,0,0,281.0,301.0
MEG_7500|Drugs|Glycopeptides|VanC-type_regulator|VANSC,0,0,0,0,0,0,17.0,0,0,0,0
MEG_4315|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,299.0,0,0,0,2327.0,0,0,0,0,0,0
MEG_2925|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,218.0,0,0,0,74.0,0,278.0,0,0,0,33.0
MEG_4975|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,276.0,321.0
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,972.0,571.0,962.0,977.0,958.0,311.0,917.0,953.0,898.0,38.0,80.0
MEG_8148|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,1938.0,1965.0
MEG_3851|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,27.0,0,0,0,0
MEG_5407|Drugs|betalactams|Penicillin_binding_protein|PBP2X|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,192.0,0,0
MEG_2618|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,16.0,11.0,9.0,17.0,0,0,0,12.0,0,0
MEG_2662|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,0,0,6.0,9.0,0,0,0,0,0,35.0,89.0
MEG_3880|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,6.0,0,0,0,0,0,0,0,0,733.0,719.0
MEG_7211|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3359.0,3146.0,3560.0,3494.0,3331.0,393.0,0,1341.0,3103.0,898.0,1238.0
MEG_900|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,37.0,52.0
MEG_6743|Drugs|betalactams|Class_A_betalactamases|TEM,0,35.0,0,0,0,0,378.0,0,0,0,0
MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,16.0,0,513.0,232.0,0,0,0,0,0,0,0
MEG_7206|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1609.0,1572.0,2273.0,2029.0,1851.0,394.0,0,0,1134.0,0,122.0
MEG_1588|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,4.0,0,0,0,0,0,0,0,0
MEG_1741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,0,0,0,0,14.0,0,0,0,0,0,0
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,4357.0,1423.0,3580.0,5072.0,3330.0,457.0,3579.0,4207.0,3164.0,112.0,142.0
MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,0,0,0,0,0,0,0,0,0,17.0,20.0
MEG_6616|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,435.0,77.0,290.0,380.0,770.0,0,0,0,0,1032.0,1048.0
MEG_6844|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,327.0,0,0,0,0
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,1709.0,1185.0,1639.0,2260.0,1233.0,322.0,2172.0,2270.0,2044.0,36.0,46.0
MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,0,0,1050.0,1802.0,0,0,38.0,0,47.0,106.0,165.0
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,1730.0,1218.0,1710.0,1817.0,1544.0,555.0,1792.0,1822.0,1746.0,66.0,86.0
MEG_4674|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,764.0,870.0
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,0,0,0,0,0,0,0,0,0,35.0,35.0
MEG_2655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,0,0,4.0,5.0,0,0,0,0,0,40.0,77.0
MEG_1039|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1108.0,1348.0,1433.0,1401.0,1118.0,89.0,104.0,0,677.0,370.0,549.0
MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,1385.0,1130.0,1333.0,1754.0,1026.0,323.0,1839.0,1982.0,1641.0,49.0,52.0
MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0,0,188.0,596.0,656.0,55.0,18.0,0,0,0,0
MEG_8151|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,493.0,499.0
MEG_2809|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,1080.0,0,202.0,663.0,1180.0,0,0,0,0,76.0,90.0
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,2357.0,0,2075.0,2097.0,2372.0,1024.0,437.0,619.0,531.0,1784.0,2247.0
MEG_2995|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,0,0,0,11.0
MEG_1175|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0,0,5.0,6.0,0,0,0,0,0,0,0
MEG_5837|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,0,0,0,0,0,0,0,0,0,81.0,84.0
MEG_6782|Drugs|betalactams|Class_A_betalactamases|TEM,68.0,0,23.0,87.0,0,0,318.0,0,0,0,0
MEG_3627|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,16.0,30.0
MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,1306.0,846.0,1005.0,1426.0,1057.0,19.0,177.0,0,37.0,45.0,37.0
MEG_6795|Drugs|betalactams|Class_A_betalactamases|TEM,168.0,0,70.0,234.0,30.0,0,600.0,0,0,0,0
MEG_7251|Drugs|betalactams|Class_A_betalactamases|TLA,0,0,0,0,0,0,0,0,0,242.0,410.0
MEG_3929|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,0,17.0,0,0,0,0,0,0,0,0,0
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,2921.0,2163.0,2809.0,3076.0,2522.0,874.0,2982.0,3044.0,2936.0,126.0,139.0
MEG_7462|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,61.0,45.0,0,0,0,0,0,0,0,0
MEG_7306|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,677.0,372.0,583.0,606.0,784.0,379.0,0,144.0,341.0,1390.0,1387.0
MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3554.0,3196.0,3647.0,3576.0,3637.0,418.0,0,0,2322.0,779.0,997.0
MEG_7540|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,0,44.0,33.0,0,0,0,0,0,0,0,0
MEG_6134|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,583.0,0,0,0,2709.0,2674.0
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,567.0,76.0,412.0,1429.0,149.0,0,839.0,1245.0,679.0,0,0
MEG_3889|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,0,0,0,0,0,0,0,0,0,68.0,71.0
MEG_7153|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,3271.0,2725.0,3051.0,3011.0,3301.0,3189.0,3067.0,2348.0,2988.0,1138.0,1609.0
MEG_2678|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,219.0,258.0,187.0,495.0,121.0,55.0,675.0,781.0,599.0,0,0
MEG_2686|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,196.0,285.0,199.0,476.0,129.0,38.0,688.0,775.0,592.0,0,0
MEG_3987|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1410.0,923.0,3946.0,3865.0,1638.0,1165.0,0,0,0,2821.0,3061.0
MEG_2633|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,8.0
MEG_7186|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,10.0,0,89.0,101.0,12.0,0,0,0,0,270.0,296.0
MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,9.0,0,132.0,105.0,40.0,0,40.0,0,0,27.0,27.0
MEG_875|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,39.0,65.0,0,0,75.0,0,0,180.0,204.0
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,1312.0,920.0,1257.0,1444.0,1105.0,401.0,1402.0,1364.0,1377.0,44.0,60.0
MEG_741|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,0,7.0,0,0,0,0,0,0,4.0
MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,9.0,0,108.0,96.0,41.0,0,41.0,0,0,39.0,28.0
MEG_3873|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,0,0,13.0,27.0,11.0,0,0,0,0,481.0,475.0
MEG_5389|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,1450.0,1458.0
MEG_6610|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,93.0,0,72.0,89.0,305.0,0,0,0,0,617.0,589.0
MEG_319|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,17.0,18.0
MEG_3896|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,332.0,633.0,342.0,0,0,0,15.0,168.0,199.0
MEG_2666|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,0,0,0,0,0,0,0,0,0,84.0,0
MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,288.0,50.0,216.0,254.0,390.0,0,0,0,0,407.0,404.0
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,1642.0,1913.0,2032.0,2032.0,1809.0,25.0,0,0,1838.0,244.0,401.0
MEG_3614|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0,0,0,0,0,0,0,0,0,443.0,539.0
MEG_6699|Drugs|betalactams|Class_A_betalactamases|TEM,67.0,0,42.0,107.0,0,0,387.0,0,0,0,0
MEG_6529|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,0,0,0,0,0,0,0,0,0,899.0,948.0
MEG_7043|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1132.0,54.0,1020.0,1325.0,436.0,0,0,0,0,0,0
MEG_3238|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,426.0
MEG_6076|Drugs|betalactams|Class_A_betalactamases|ROB,0,0,23.0,28.0,13.0,0,0,0,0,0,0
MEG_6745|Drugs|betalactams|Class_A_betalactamases|TEM,55.0,0,30.0,87.0,12.0,0,356.0,0,0,0,0
MEG_343|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,4.0,0
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,543.0,369.0,480.0,686.0,376.0,132.0,685.0,740.0,674.0,14.0,19.0
MEG_6890|Drugs|betalactams|Class_A_betalactamases|TEM,574.0,0,357.0,658.0,189.0,0,1097.0,0,0,0,13.0
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,2148.0,1012.0,2024.0,2218.0,1231.0,219.0,1365.0,0,924.0,64.0,81.0
MEG_5208|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,154.0,0,0,0,0,1572.0,1618.0
MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1602.0,1438.0,1823.0,1780.0,1705.0,1346.0,0,1049.0,1355.0,2570.0,2584.0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,1286.0,868.0,1244.0,1346.0,1141.0,364.0,1247.0,1255.0,1149.0,44.0,93.0
MEG_2858|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,1307.0,137.0,29.0,936.0,276.0,150.0,0,0,0,24.0,25.0
MEG_1218|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|BCRCM,0,0,0,0,0,11.0,24.0,0,0,0,5.0
MEG_1525|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,11.0,0,0,0,0,0,0,0,0
MEG_6864|Drugs|betalactams|Class_A_betalactamases|TEM,79.0,0,26.0,81.0,0,0,417.0,0,0,0,0
MEG_7682|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,0,0,691.0,2185.0,0,0,0,0,0,0,0
MEG_813|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,214.0,220.0
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,985.0,685.0,974.0,1035.0,891.0,282.0,998.0,1059.0,960.0,75.0,65.0
MEG_7175|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2707.0,2649.0,2977.0,2826.0,2678.0,1180.0,0,0,2044.0,199.0,294.0
MEG_3219|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2062.0,0,0,0,2035.0,319.0,3009.0,0,0,0,0
MEG_6794|Drugs|betalactams|Class_A_betalactamases|TEM,126.0,0,71.0,230.0,0,0,584.0,0,0,0,0
MEG_2658|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,0,0,0,0,0,0,0,0,0,45.0,75.0
MEG_5836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,0,0,0,0,0,0,0,0,0,135.0,134.0
MEG_6880|Drugs|betalactams|Class_A_betalactamases|TEM,0,158.0,0,0,0,114.0,599.0,0,67.0,0,0
MEG_7048|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1089.0,60.0,1090.0,1360.0,345.0,0,0,0,0,0,0
MEG_854|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,83.0,58.0,0,0,26.0,0,0,21.0,39.0
MEG_1771|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,244.0,0,0,759.0,0,0,57.0,77.0
MEG_3071|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation,0,0,64.0,64.0,0,0,54.0,0,0,0,0
MEG_3115|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,196.0,176.0
MEG_4069|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA,0,0,0,0,0,0,591.0,0,0,0,0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,132.0,170.0
MEG_1142|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,0,0,2151.0,146.0,0,0,0,0,0,0,0
MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM,643.0,0,316.0,684.0,171.0,0,1061.0,0,0,0,0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,749.0,581.0,738.0,769.0,685.0,279.0,728.0,761.0,701.0,54.0,76.0
MEG_7134|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1445.0,785.0,965.0,1185.0,1768.0,2054.0,1087.0,0,494.0,150.0,303.0
MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM,317.0,0,133.0,412.0,67.0,0,858.0,0,0,0,0
MEG_1533|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,11.0,0,0,0,0,0,0,0
MEG_2926|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,0,0,0,0,0,0,0,56.0,45.0
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,48.0,0,246.0,134.0,0,0,0,0,54.0,40.0,59.0
MEG_5085|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,354.0,429.0
MEG_7392|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,0,0,0,0,0,0,938.0,0,0,0,0
MEG_2810|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,1188.0,0,196.0,828.0,1295.0,0,0,0,0,63.0,85.0
MEG_7030|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,356.0,0,183.0,0,364.0,424.0,70.0,0,0,0,0
MEG_3101|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,13.0,26.0
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,1553.0,1280.0,1487.0,1721.0,1301.0,527.0,1651.0,1678.0,1605.0,118.0,104.0
MEG_3794|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,0,0,0,0,84.0,0,0,0,0
MEG_4075|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRE,0,0,23.0,99.0,0,0,0,0,0,2675.0,2841.0
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,5.0,13.0
MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,289.0,0,0,432.0,0,0,0,0
MEG_975|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,58.0,150.0,0,0,159.0,0,0,355.0,369.0
MEG_873|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,52.0
MEG_4132|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,250.0,218.0
MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3599.0,3382.0,3653.0,3613.0,3622.0,1777.0,0,1930.0,3271.0,1001.0,1172.0
MEG_2069|Metals|Copper_resistance|Copper_resistance_regulator|COPR,0,0,0,0,0,0,0,0,0,910.0,917.0
MEG_844|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,16.0,0,0,0,0,0,676.0,675.0
MEG_6080|Drugs|betalactams|Class_A_betalactamases|ROB,65.0,0,28.0,36.0,62.0,0,0,0,0,0,0
MEG_2470|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCE,0,0,0,0,0,0,0,0,0,0,7.0
MEG_6132|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,973.0,0,0,0,1148.0,0,0,0,0,0,0
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,13.0,0,136.0,122.0,89.0,0,29.0,0,0,100.0,97.0
MEG_3608|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,297.0,0,789.0,789.0,545.0,28.0,11.0,0,12.0,18.0,35.0
MEG_2075|Metals|Copper_resistance|Copper_resistance_regulator|COPS,0,0,0,0,0,0,0,0,0,1086.0,1142.0
MEG_5841|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,0,0,0,0,0,0,0,0,0,92.0,115.0
MEG_2742|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,1384.0,1552.0
MEG_3898|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,0,0,0,182.0,207.0
MEG_1010|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,365.0,0,460.0,320.0,376.0,0,0,0,0,0,0
MEG_2022|Metals|Copper_resistance|Copper_resistance_protein|COPA,0,0,0,0,0,0,0,0,0,1645.0,1746.0
MEG_3828|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFC,0,0,0,33.0,0,0,0,0,0,1044.0,1581.0
MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,940.0,0,1121.0,2284.0,1293.0,0,523.0,0,29.0,207.0,244.0
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,1787.0,1009.0,1667.0,1924.0,1466.0,270.0,1856.0,1950.0,1758.0,37.0,84.0
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,0,0,0,0,68.0,0,0,0,0,0
MEG_6044|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMA,0,0,0,0,0,0,0,0,0,10.0,0
MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,891.0,1096.0,754.0,1450.0,657.0,15.0,219.0,0,32.0,0,36.0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,589.0,89.0,415.0,1451.0,139.0,87.0,861.0,1249.0,687.0,0,0
MEG_4131|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,81.0
MEG_2673|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,201.0,259.0,182.0,502.0,128.0,54.0,690.0,788.0,596.0,0,0
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2444.0,716.0,1763.0,1501.0,2580.0,1348.0,1495.0,0,442.0,312.0,561.0
MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,10.0,0,152.0,125.0,76.0,0,32.0,0,0,113.0,108.0
MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,0,0,0,0,0,0,0,0,0,4.0,0
MEG_946|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,35.0,33.0,9.0,0,18.0,0,0,20.0,29.0
MEG_6910|Drugs|betalactams|Class_A_betalactamases|TEM,454.0,0,285.0,599.0,151.0,0,1010.0,0,0,0,0
MEG_6725|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,184.0,0,0,0,0
MEG_1685|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRC,80.0,0,12.0,13.0,457.0,0,0,0,0,18.0,40.0
MEG_916|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,26.0,22.0,14.0,0,0,0,0,968.0,971.0
MEG_2495|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,20.0,7.0,0,9.0,0,0,0,0,0,0
MEG_5156|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,228.0,339.0
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,295.0,509.0,650.0,743.0,754.0,22.0,173.0,0,32.0,103.0,199.0
